SMILES,IE
CCc1cc(c[nH]1)NC,3.091
CN(C)c1cc(cn1C)OC,3.091
Cc1ccn(C)c1N,3.093
C1CCc2c(C1)c(c(c(c2N)O)O)N,3.093
c1cc2c(cc1O)ON(N)O2,3.094
CCc1cc[nH]c1N(C)C,3.094
N12[C@H](CCCN1C)CCCC2,3.094
CNC1=C(NC)OC=CO1,3.095
CNc1c[nH]cc1NC,3.096
OCC1=NNC(=N[CH]1)[NH],3.097
C/C(=N/c1ccc2c(c1)ON(NC)O2)/O,3.097
O/N=C\1/[C@H]2O[C@H]2CC1=O,3.099
OCc1noc(C=O)c1,3.1
CN(C)[C@H]1C=CC=C1N(C)C,3.1
CN(C)c1cc(c2ccccc2)n(C)c1,3.102
OC[C]1N=C([NH])NN=C1,3.103
CCc1ccc(N)[nH]1,3.103
CN(C)c1ccn(C)c1,3.106
COC1=C(CC=CO1)N,3.106
CC1=COC=C(N(C)C)O1,3.108
CNC1=CC=C[C@@H]1N(C)C,3.109
CCc1c(cc[nH]1)N(C)C,3.109
C=Cc1cc[nH]c1NC,3.112
c12c(NCCN1)cccc2,3.112
C[C]1N=C([NH])ON=C1N,3.112
OCc1ccnoc1=O,3.113
Nc1cc(ccc1N)c1cc(N)c(cc1)N,3.116
CNC1=COC=C(N(C)C)O1,3.116
C=Cc1cc(cn1C)NC,3.122
COc1cc(c[nH]1)N,3.123
CCc1cn(C)cc1N(C)C,3.124
CCC1=C(CC=CO1)NC,3.124
CN(C)c1cn(C)cc1N(C)C,3.124
C=Cc1ccc(N(C)C)n1C,3.125
Cc1ccc(N(C)C)n1C,3.125
C=Cc1ccc2c(c1)ON(N)O2,3.127
CNC1=NOC(=C[N]1)[NH],3.127
CCc1ccn(C)c1N,3.127
CN[N]Oc1c(cccc1[O])N,3.128
N(N(C)C)(CCC)CCC,3.129
CN(C)C1=CC=C[C@H]1c1ccccc1,3.131
OCc1cc(=O)onc1,3.132
OC[C]1C=N[CH]C(=O)O1,3.133
c1c(c[nH]c1N)O,3.134
CNc1cccn1C,3.139
CCc1ccn(C)c1NC,3.14
O[C@]12C[C@H]1O[C]([NH])C2=O,3.14
CN(C)c1cc(c[nH]1)c1ccccc1,3.141
N1(N(C2CC2)[C@@H]2CC[C@H]1C=C2)C1CC1,3.141
Cc1cc(N)n(C)c1,3.143
CN(C)C1=COC=C(N(C)C)O1,3.144
c1ccc(cc1)c1ccc(N)[nH]1,3.144
O=CC(=O)N1CC(=O)C1,3.144
c1cc2c3c4c1c1ccc5c6cccc7c6c(ccc7)c6ccc(c4ccc3c3c4c2cccc4ccc3)c1c56,3.145
CN(C)c1cc(cn1C)O,3.147
CCc1cc(N)n(C)c1,3.148
CC[C@@H]1C=CC=C1NC,3.149
C[C@@H]1C=CC=C1NC,3.151
CC1=C(O[N]N=C1N)[NH],3.151
CN(C)C1=C(CC=CO1)O,3.152
C[N]C1=N[CH]C(=NO1)N,3.153
Cc1cc[nH]c1N,3.155
CN(C)C1=COC=C(N)O1,3.157
C=Cc1cc[nH]c1N(C)C,3.158
CNc1ccc(c(c1)[O])O[N]N(C)C,3.16
CNc1cc(cn1C)c1ccccc1,3.16
CN(C)[C]1CC=CO[C]1c1ccccc1,3.161
CNc1ccn(C)c1,3.161
CN(C)C1=C(N)OC=CO1,3.162
Cc1c(N)ccc(c1)N,3.164
N([N][N]N(CC)CC)(CC)CC,3.164
CNc1c2CCCCc2c(c(c1O)O)NC,3.165
OCc1c(onc1)C=O,3.165
C=C[C]1[C](CC=CO1)N(C)C,3.166
C/C(=N/c1ccc2c(c1)ON(N)O2)/O,3.166
CN(C)c1cc[nH]c1O,3.167
C#Cc1cc(cn1C)N(C)C,3.167
CN(C)[N]Oc1cccc(c1[O])OC,3.168
c1c(c[nH]c1O)N,3.168
C=Cc1cc([nH]c1)N(C)C,3.169
Cn1c(ccc1N)c1ccccc1,3.171
CNN1Oc2cccc(c2O1)OC,3.173
COCc1cnnnn1,3.173
CNc1ccc[nH]1,3.174
C=Cc1cc(c[nH]1)N(C)C,3.174
CCc1c(ccn1C)N,3.175
O=C1NC=CCOC1=O,3.175
CN(C)c1c[nH]cc1OC,3.176
CN(C)C1=CC=C[C@H]1OC,3.177
CN(C)C1=C(OC)OC=CO1,3.178
OCC1=N[CH]C(=O)O[CH]1,3.18
Cc1cc(cn1C)N,3.181
O[N]C1=C[CH]C(=O)OC1,3.181
C=Cc1c(ccn1C)NC,3.181
N1(N(CN(N(C1)C)C)C)C,3.182
CCc1cc[nH]c1N,3.183
C(=C/C=C/OC)(OC)OC,3.184
CN(C)c1c[nH]cc1N,3.186
CCc1cc(cn1C)N,3.188
Cc1cc(N)[nH]c1,3.188
CNc1cc[nH]c1O,3.189
CNc1cc(c[nH]1)c1ccccc1,3.189
[C@H]12[C@H]([C@H]3C[C@@H]1C=C3)N(N2C)C,3.191
CN(C)c1c(cc[nH]1)c1ccccc1,3.192
CN[N]Oc1ccc(cc1[O])N(C)C,3.192
N1(N(C)C)CCCCCC1,3.193
CNC1=CC=C[C@@H]1O,3.194
CNc1ccc2c(c1)ON(N)O2,3.195
OC[C]1N=C[CH]OC1=O,3.196
CNc1cc[nH]c1c1ccccc1,3.197
CN(C)c1ccc2c(c1)ON(OC)O2,3.197
CNN1Oc2cccc(c2O1)OCCOCCOC,3.198
c1ccc(cc1)c1ccc2c(c1)ON(N)O2,3.201
COc1c(cc[nH]1)N,3.203
C#Cc1cc[nH]c1N(C)C,3.203
CN(C)c1c[nH]cc1O,3.204
CNc1c[nH]cc1N,3.204
CC1=COC=C(C1)N(C)C,3.206
CNc1cc2c(cc1N)ONO2,3.206
Cn1ccc(c1O)N,3.207
CCC1=COC=C(C1)N(C)C,3.208
CCC1=CCC(=CO1)N(C)C,3.209
CC1=C(NC)OC=CO1,3.21
CCc1c[nH]cc1N(C)C,3.21
N([N][N]N(CC(C)C)C)(CC(C)C)C,3.211
N([N][N]N(CCCC)C)(CCCC)C,3.211
CCC1=COC=C(C1)NC,3.212
COC1=C(N)OC=CC1,3.213
C#Cc1ccc(NC)n1C,3.213
CCC1=CCC(=CO1)NC,3.213
CC1=COC=C(C1)NC,3.215
CNc1cc[nH]c1,3.216
O=CC1=NCCC(=O)O1,3.218
CNCCNC.COC(=C)c1ccccc1,3.219
N(N(CC)CC)(CCCC)CCCC,3.22
C=Cc1ccn(C)c1NC,3.223
CNc1c[nH]cc1OC,3.223
CC1=CCC(=CO1)NC,3.223
CNC1=CC=C[C@@H]1OC,3.224
CN.CN.CNCC[NH](C)[C][CH2],3.224
CN(C)c1ccc2c(c1)ON(OCCOC)O2,3.225
CNc1c(ccn1C)c1ccccc1,3.226
N(N(C)C)(CC(C)C)C,3.227
CCc1c[nH]cc1NC,3.227
CCc1ccn(C)c1N(C)C,3.228
N([C]CCCC)(CCCCC)CCCCC,3.229
O[N]C1=C[CH]C(=O)[C@H]1O,3.229
N(N(CCCC)C)(CCCC)C,3.23
COC1=C(N)OC=CO1,3.232
CN(C)C1=CC=C[C@H]1C(=N)O,3.233
CC(C)(C)c1cccc2c1ON(NC)O2,3.234
CNc1ccc(c2c1ONO2)N(C)C,3.235
N(N(C)C)(CCC)C,3.235
CCc1ccc2c(c1)ON(N)O2,3.236
CN(C)c1ccc2c(c1)ON(OCCOCCOC)O2,3.237
N(C(C)C)([N][N]N(C(C)C)C)C,3.237
CC[C@H]1C=CC=C1N,3.237
Cn1c(ccc1OC)O,3.237
CNc1ccc(c2c1ONO2)NC,3.238
c1c2c3c4c5c1c(=O)n(c(=O)c5cc1c4c4c5c3c(cc3c5c(cc4n(o1)C)c(=O)n(c3=O)C)on2C)C,3.238
CC(C)(C)c1ccc2c(c1)ON(N)O2,3.239
C=Cc1cn(C)cc1NC,3.239
CCC1=C(NC)OC=CO1,3.239
Cn1cccc1N,3.24
CNc1cc2c(cc1NC)ONO2,3.24
CN(C)c1ccc(c2c1ONO2)N(C)C,3.241
Cc1c(cc[nH]1)N,3.241
N([C]CC)(CCC)CCC,3.243
c1c(c2c(c(c1)N)nccn2)N,3.243
CCc1c(cc[nH]1)N,3.245
CN(C)c1ccc(c2ccccc2)n1C,3.246
C#Cc1cc(c[nH]1)N(C)C,3.248
CCC1=C(CC=CO1)N(C)C,3.25
C#Cc1c(cc[nH]1)N(C)C,3.251
CNc1c[nH]cc1O,3.252
CNC1=COC(=CO1)NC,3.252
CNc1ccc2c(c1)ON(OCCOC)O2,3.254
CNc1c2CCCCc2c(c(c1O)O)N,3.254
CNC1=C(c2ccccc2)OC=CO1,3.255
C=Cc1cn(C)cc1N(C)C,3.255
[NH]C1=C[CH]C(=O)OCO1,3.255
Cn1cc(cc1N)c1ccccc1,3.255
N([N][N]N(CC)C)(CC)C,3.257
CNc1ccc2c(c1)ON(OCCOCCOC)O2,3.26
c12c(N(C)C)cccc2cccc1N(C)C,3.26
C#C[C@H]1C=CC=C1N(C)C,3.261
CNC1=COC(=CO1)N(C)C,3.261
N([C]C)(CC)CC,3.261
Cn1ccc(c2ccccc2)c1N,3.263
c1c[nH]c(c1N)O,3.267
[NH][C]1OC(=O)CCC1=O,3.267
C1=COC(=C(C1)O)N,3.269
CN(C)C1=COC=C(C1)OC,3.269
CCc1cc(c[nH]1)N,3.27
CC(=O)c1cc(=c2ccn(cc2)CN)ccn1C,2.146
Cn1ccc(=c2ccn(C)cc2C(=O)O)cc1,2.146
Cn1cc/c(=c/2\ccn(C)c(c2)C#N)/c(c1)c1ccccc1,2.147
CC(=O)c1cc(=c2ccn(cc2)CC(C)(C)C)ccn1C,2.147
O=C1O[C@H]2CC[N][C]2O1,2.149
Cc1cc(=c2ccn(C)cc2)ccn1CN(=O)=O,2.149
CC(=O)Cn1ccc(=c2ccn(C)cc2)cc1C(=O)O,2.15
CC(=O)c1cn(C)ccc1=c1ccn(C)cc1,2.152
C/C(=N\c1c/c(=c/2\ccn(C)c(c2)C#N)/ccn1C)/O,2.152
O[C@@]1([CH][O])[C@H]2OC=N[C@@H]12,2.152
CN1C=C[C]([C]2C=CN(C)C(=C2)C#N)C(=C1)O,2.153
CC(=O)Cn1ccc(=c2ccn(cc2)COCCOC)cc1,2.153
CCn1ccc(=c2ccn(C)cc2)cc1C(=O)O,2.154
Cn1cc/c(=c\2/ccn(C)c(c2)C#N)/c(c1)OC,2.154
CCn1ccc(=c2ccn(C)cc2)cc1C(=O)C,2.154
Cn1ccc(=c2ccn(cc2)CN(=O)=O)cc1O,2.155
N[C]1C(=NC=C([NH])N1)O,2.155
CNCn1ccc(=c2ccn(C)c(c2)C(=O)O)cc1,2.156
COCCOCn1ccc(=c2ccn(cc2)COCCOC)cc1,2.157
CC(=O)c1cc(=c2ccn(C)cc2)cc(n1C)O,2.158
CC(=O)c1cn(C)cc/c/1=c/1\ccn(C)c(c1)c1ccccc1,2.159
COCCOCn1ccc(=c2ccn(cc2)CO)cc1,2.159
c1cc(c(cn1)N([CH2])C)[C]1CC=NC(=C1)N(C)C,2.159
C#Cc1cn(C)ccc1=c1ccn(cc1)COCCOC,2.159
CN(C)c1cc(=c2ccn(C)cc2)cc(C(=O)O)n1C,2.16
CN1C=C[C]([C]2C=CN(C)C=C2OCCOC)C(=C1)N(=O)=O,2.161
Cn1ccc(=c2ccn(cc2)CN(=O)=O)cc1OCCOC,2.161
CN(C)Cn1ccc(=c2ccn(C)cc2C(=O)O)cc1,2.162
CC(=O)c1cn(C)ccc1=c1ccn(cc1)CN,2.162
Cn1ccc(=c2ccn(CC#N)c(c2)c2ccccc2)cc1,2.167
CCC(CC)/[C]=[C]\C#N,2.169
CN1N=CC(=[N]=C1O)[NH],2.169
C=CCn1ccc(=c2ccn(C)cc2)cc1C(=O)O,2.169
CC(=O)Cn1ccc(=c2ccn(C)cc2)cc1C(=O)C,2.17
CC(=O)[C]1C(=c2ccn(C)cc2)C=CN(C)[C]1OCCOCCOCCOC,2.171
Cn1ccc(=c2ccn(cc2)Cc2ccccc2)c(c1)C(=O)O,2.172
Cn1ccc(=c2ccn(C)c(c2)C#N)cc1,2.172
Cn1ccc(=c2ccn(cc2)CN)cc1C#N,2.172
CN(C=N)c1conn1,2.172
O[C@]12C[C@H]1[C]([NH])O[C]2[O],2.173
C/N=C(\N)/c1conn1,2.173
Cn1ccc(=c2ccn(cc2)Cc2ccccc2)cc1C(=O)O,2.174
C[N][C]1=N[CH]OC(=[N]=1)N,2.176
C#Cc1c(C(=O)C)c(=c2ccn(C)cc2)ccn1C,2.176
CC(C)(C)Cn1ccc(=c2ccn(C)cc2)cc1C#N,2.177
CC(=O)[C]1C(=c2ccn(C)cc2)C=CN(C)[C]1NC,2.177
Cn1ccc(=c2cc(C#N)n(C)cc2OCCOCCOC)cc1,2.178
O=CN[C]1[CH]COC1=O,2.178
CN(C)Cn1ccc(=c2ccn(C)c(c2)C(=O)O)cc1,2.178
Cn1ccc(=c2ccn(cc2)CN(=O)=O)c(c1)c1ccccc1,2.178
C=CCn1ccc(=c2ccn(C)cc2)c(c1)C(=O)C,2.179
Cn1ccc(=c2cc(n(C)cc2C(=O)O)OCCOC)cc1,2.18
N[C]1C(=N[CH]C(=O)N1)N,2.18
CCc1cc(=c2ccn(C)cc2)ccn1CN(=O)=O,2.181
C=Cc1c/c(=c/2\ccn(C)cc2C#N)/ccn1C,2.182
Cn1ccc(=c2c(cn(C)cc2OCCOC)C(=O)O)cc1,2.183
CC(=O)c1c/c(=c/2\ccn(cc2)C/N=C(\C)/O)/ccn1C,2.183
CCn1ccc(=c2ccn(C)cc2C#N)cc1,2.185
NCC1=[N]=CN=[C](=N1)O,2.186
CCn1ccc(=c2ccn(C)cc2)c(C#N)c1,2.186
Cn1ccc(=c2ccn(cc2)CN(=O)=O)cc1c1ccccc1,2.187
CNc1cc(=c2ccn(C)cc2)c(cn1C)N(=O)=O,2.188
CC(C)(C)c1cc(=c2ccn(C)cc2)ccn1CN(=O)=O,2.192
Cn1ccc(=c2ccn(C)c(C#N)c2OCCOCCOC)cc1,2.193
CCCn1ccc(=c2ccn(cc2)CN(=O)=O)cc1,2.194
CC(=O)c1cc(=c2ccn(C)cc2)ccn1CN(C)C,2.195
O[C@H]1[C@H]2NC(=O)[C@@H]1[C]2[O],2.195
c1cc(c(cn1)[NH]=C)[C]1CC=NC(=C1)NC,2.196
Cn1ccc(=c2ccn(cc2)CN(=O)=O)cc1,2.196
Cn1cc/c(=c\2/ccn(C)c(c2)OCCOCCOC)/c(C#N)c1,2.196
[NH][CH]O[C@H]1[C@H]2O[C@@H]1[C]2[O],2.197
CC(C)(C)Cn1ccc(=c2ccn(C)cc2C#N)cc1,2.198
Cc1cn(C=O)c(=O)o1,2.198
NC(=N)c1cc(N)no1,2.198
Cn1ccc(=C2C=CN(C)[C@@H]([C@@H]2C(=O)O)OC)cc1,2.198
Cn1ccc(=c2ccn(cc2)Cc2ccccc2)cc1C#N,2.198
O[C@@H]([CH][O])c1conc1,2.201
C#Cc1cc(=c2ccn(C)cc2)ccn1CC#N,2.201
Cn1cc/c(=c/2\ccn(C)c(c2)c2ccccc2)/c(C#N)c1,2.201
CC(=O)c1cn(C)cc/c/1=c/1\ccn(cc1)C/N=C(\C)/O,2.202
CNCn1ccc(=c2ccn(C)cc2)cc1C#N,2.203
Cn1ccc(=c2ccn(cc2)CN)c(C#N)c1,2.203
CN(C)Cn1ccc(=c2ccn(C)c(c2)C#N)cc1,2.204
O=CN[C@H]1[C@H]2O[C@@H]1[C]2[O],2.205
Cn1cc/c(=c/2\ccn(C)c(c2)OCCOCCOC)/c(C#N)c1,2.206
Cn1ncn(C=O)c1=N,2.206
Cn1ccc(=c2ccn(Cc3ccccc3)cc2C#N)cc1,2.207
Cn1ccc(=c2ccn(cc2OCCOC)CN(=O)=O)cc1,2.207
NC(=O)[C@H]1[C@H]2O[C@@H]1[C]2[O],2.208
C=CCn1ccc(=c2ccn(cc2)CN(=O)=O)cc1,2.209
CC(C)(C)C1=CN(C)C=C[C]1[C]1C=CN(C)C(=C1)N(=O)=O,2.209
COCCOCCOCn1ccc(=c2ccn(cc2)CC#N)cc1,2.21
O=C[C@H]1CC(=O)NC1=O,2.213
NC1=C(C(=NO[CH]1)N)[NH],2.213
CCc1c/c(=c/2\ccn(C)cc2C(=O)O)/ccn1C,2.216
C/C(=N\Cn1ccc(=c2ccn(C)cc2)cc1C(=O)O)/O,2.216
C[C@H]1O[C@@H](C#N)[C]([O])O1,2.217
C[C]1[C]2CN3[C@@H](C1)[C@@]23C,2.217
C=CCn1ccc(=c2ccn(C)cc2)c(C#N)c1,2.218
c1ccc(cc1)Cn1ccc(=c2ccn(cc2)CN(=O)=O)cc1,2.219
[NH2]=CNC1=CN=[C](=N1)O,2.219
Nc1c(O)cc(o1)C=O,2.22
CNC1=[N]=CN=C([NH])O1,2.22
CC(=O)Cn1ccc(=c2ccn(C)cc2C#N)cc1,2.222
C[C@@]1(O)[C@@H](O[C]1[O])C#N,2.222
C#Cc1c/c(=c/2\ccn(C)c(c2)C(=O)O)/ccn1C,2.222
C[C]1[CH]C(=O)NC(=O)O1,2.223
CNC1=CN(C)C=C[C]1[C]1C=CN(C)[CH][C]1N(=O)=O,2.223
C#Cc1c/c(=c\2/ccn(C)c(c2)C(=O)C)/ccn1C,2.224
Cn1ncnc1C(=O)N,2.224
O=C1OCCO[C@H]1C#N,2.225
CC(=O)N1[CH]N=C(N)[N]1,2.226
N[C]1C(=C([NH])ON=C1)N,2.227
CN(C=N)c1nonc1,2.228
CN(C)c1cn(C)cc(C#N)c1=c1ccn(C)cc1,2.229
C#Cc1cn(C)cc/c/1=c/1\ccn(C)c(c1)C(=O)C,2.229
Cn1ccc(=c2ccn(cc2)CN(=O)=O)cc1OCCOCCOC,2.23
[O][C]1CO[C@@H](OC1)C#N,2.23
OCC1=NC(=O)[CH][CH]O1,2.232
CN1C=C[C]([C]2C=CN(C)[CH][C]2N(=O)=O)C(=C1)N,2.234
C#CC1=CN(C)C=C[C@@H]1[C@H]1C=CN(C)C=C1C(=O)O,2.234
CN1C=C/C(=c\2/ccn(C)cc2O)/[C]([CH]1)N(=O)=O,2.235
C#Cc1c(=c2ccn(C)cc2)ccn(C)c1C#N,2.235
CC[C@]1(C[NH](C)CCN1C)N(O)[O],2.236
Cn1ccc(=c2ccn(cc2OCCOCCOCCOC)CN(=O)=O)cc1,2.236
Cn1ccc(=c2ccn(cc2)CC(=O)O)cc1C(=O)O,2.236
Cn1cc/c(=c\2/ccn(C)cc2OC)/c(c1)N(=O)=O,2.24
C[N]C1=[N]=CO[N][C]1N,2.24
COc1cocnc1=O,2.24
C#CCn1ccc(=c2ccn(C)cc2C(=O)C)cc1,2.242
CC(C)(C)c1cc(=c2ccn(cc2)CN(=O)=O)ccn1C,2.242
Cn1ccc(=c2cc(N)n(C)cc2N(=O)=O)cc1,2.242
CC(=O)c1cn(ccc1=c1ccn(C)cc1)CC(=O)O,2.243
COCCOCn1ccc(=c2ccn(cc2)CC#N)cc1,2.244
Cn1ccc(=c2cc(n(C)cc2N(=O)=O)OCCOC)cc1,2.244
CN1C=C[C]([C]2C=CN(C)C=C2OCCOCCOC)C(=C1)N(=O)=O,2.244
Nc1c(N)nc([nH]1)C=O,2.245
CC(=O)c1cn(ccc1=c1ccn(C)cc1)COC,2.247
C[C@]1(C[NH](C)CCN1C)N(O)[O],2.248
Cn1ccc(=c2c(C#N)cn(C)cc2OCCOC)cc1,2.248
C/C(=N\Cn1ccc(=c2ccn(C)cc2)c(C#N)c1)/O,2.249
CC(=O)c1cc(=c2ccn(cc2)COCCOC)ccn1C,2.25
CC(=O)c1cc(=c2ccn(cc2)COC)ccn1C,2.25
CC(=O)c1cn(ccc1=c1ccn(C)cc1)CO,2.25
OCc1cocnc1=O,2.251
Cn1ccc(=c2ccn(cc2)C(C#N)C#N)cc1,2.251
C#Cc1cn(C)c(cc1=c1ccn(C)cc1)C(=O)O,2.252
C#Cc1cn(C)c(cc1=c1ccn(C)cc1)C(=O)C,2.253
CC(=O)c1c(c(=c2ccn(C)cc2)ccn1C)NC,2.257
CC(=O)c1cc(=c2ccn(C)cc2)cc(n1C)OCCOC,2.257
C#Cc1cc(=c2ccn(C)cc2)c(cn1C)C(=O)C,2.258
CC(=O)Cn1ccc(=c2ccn(C)cc2)c(c1)C(=O)C,2.26
CC(=O)c1c(C#N)c(=c2ccn(C)cc2)ccn1C,2.261
O[C@@H](C#C)C(=O)NC=O,2.262
CC1=[N]=C([NH])[C](N)[N]O1,2.262
Cn1ccc(=c2ccn(cc2)COCCOC)cc1C(=O)O,2.264
CCn1ccc(=c2ccn(C)cc2C(=O)O)cc1,2.264
C[C@@]12C[CH][C]3CN1[C@@]23C,2.266
CC(=O)c1cn(ccc1=c1ccn(C)cc1)COCCOCCOCCOC,2.266
C#CC1=CN(C)C=C[C]1[C]1C=CN(C)C=C1C#N,2.267
Cn1cc/c(=c\2/ccn(C)cc2OCCOC)/c(c1)N(=O)=O,2.271
CN[C]1N=C[N]NC1=O,2.272
C[C]1[N]NC(=O)[C]([NH])N1,2.273
[CH][CH][C@@H]1CN(C)C[C@@H]([NH]1C)OC,2.273
[CH][CH][C@H]1[C@@H](C)N(C)CC[NH]1C,2.274
[CH][CH][C@@H]1CN(C)[C@H](CC)C[NH]1C,2.275
O[C@@H]([CH][O])c1cnco1,2.276
CC(=O)Cn1ccc(=c2ccn(C)cc2C(=O)C)cc1,2.277
C[N]C1=NC=[N]=C(O1)N,2.28
CC(=O)c1cn(C)cc/c/1=c\1/ccn(C)cc1C(=O)O,2.282
Cn1ccc(=c2ccn(cc2)COC)c(c1)C(=O)O,2.282
CC(=O)[C]1[CH]N(C)C=C(C1=c1ccn(C)cc1)NC,2.282
N=C1O[C@H]2CC(=O)[C@@H]1O2,2.282
Cn1cc/c(=c/2\ccn(C)c(c2)N)/c(c1)N(=O)=O,2.283
COC1=CC(=O)[N][CH]O1,2.283
Cn1ccc(=c2c(C#N)cn(C)cc2OCCOCCOC)cc1,2.283
C#Cc1c/c(=c/2\ccn(C)cc2C#N)/ccn1C,2.284
O=CN1CC(=O)CC1=O,2.285
Cn1ccc(=c2ccn(cc2C#N)COC)cc1,2.285
C#Cc1cn(C)c(cc1=c1ccn(C)cc1)C#N,2.285
CC(=O)Cn1ccc(=c2ccn(C)c(c2)C#N)cc1,2.286
O=C[C@]12CNC(=O)[C@H]1O2,2.287
Cn1ccc(=c2ccn(cc2C#N)CC(=O)O)cc1,2.294
C#CCn1ccc(=c2ccn(C)cc2)cc1C(=O)O,2.294
CNC1=CN(C)C(=C[C]1[C]1C=CN(C)C=C1)N(=O)=O,2.295
C1=C[C](CC=N1)c1c(cnc(c1)N(C)C)N([CH2])C,2.295
CC(=O)c1cc(=c2ccn(C)cc2)ccn1CO,2.295
C1(=C(C(=O)C=[C])C=O)C(=O)OC1=O,2.295
Cn1ccc(=c2cc(n(C)cc2N(=O)=O)OCCOCCOC)cc1,2.297
Cn1ccc(=c2ccn(CC(=O)O)c(c2)C#N)cc1,2.297
C[C]1[N]N[N][CH][C]1[N]O,2.298
CC(=O)c1cn(C)ccc1=c1ccn(cc1)COCCOCCOC,2.299
CC1=CN(C)C=C[C]1[C]1C=CN(C)C=C1N(=O)=O,2.301
NC1=NCC(=O)NC1=N,2.301
CN(C)Cn1ccc(=c2ccn(C)cc2)c(c1)C(=O)O,2.302
CO[C]1[C](C=O)N=CO1,2.302
Cn1cc/c(=C\2/C=CN(C)C[C@H]2C(=O)O)/c(c1)C(=O)O,2.302
Cc1cnc(O)oc1=O,2.302
C#Cc1cc(=c2ccn(C)cc2)cc(C#N)n1C,2.306
NC(=N)C(=O)NCC#N,2.307
Cn1ccc(=c2ccn(COC)c(c2)C(=O)O)cc1,2.307
CC(=O)c1cn(ccc1=c1ccn(C)cc1)CC#N,2.307
C#CCn1ccc(=c2ccn(C)cc2)cc1C(=O)C,2.307
CC(C)(C)c1cc(=c2ccn(C)cc2)cc(C(=O)O)n1C,2.307
Cn1ccc(=c2ccn(cc2C#N)CO)cc1,2.31
C[C]1[C](C=O)N=C(O)O1,2.311
[CH][CH][C@@H]1CN(C)[C@@H](C[NH]1C)OC,2.313
C[C@@H](C=O)n1ncnn1,2.314
C#Cc1cc(=c2ccn(C)cc2)ccn1CN(=O)=O,2.318
CNc1c/c(=c\2/ccn(C)c(c2)N(=O)=O)/ccn1C,2.321
C#Cc1cn(C)cc(c1=c1ccn(C)cc1)C(=O)O,2.322
NC1(N)CN=C(O1)C#N,2.323
Cc1nn(CC=O)nn1,2.323
Cn1cc/c(=c\2/ccn(C)c(c2)C(=O)O)/cc1C(=O)O,2.324
C[C@]12O[C@H]1C(=O)NC2=O,2.324
CC(=O)C1=CN(C)C=C[C]1[C]1C=CN(C)C=C1C(=O)C,2.325
O[C@@H](C#C)C(=O)O[CH][NH],2.326
COC1=NN[N][CH][C]1[NH],2.326
COCCOCCOCn1ccc(=c2ccn(cc2)CN(=O)=O)cc1,2.327
CC(=O)c1c/c(=c\2/ccn(C)c(c2)C(=O)C)/ccn1C,2.327
Cn1ccc(=c2ccn(C)c(c2C(=O)O)N(=O)=O)cc1,2.327
[NH2]=CNc1coc([NH])n1,2.328
CN.C[NH]1CC[NH](C)[CH][C@H]1C(=O)[O],2.328
Nc1c(O)c(C=O)co1,2.329
Cn1ncnc(N)c1=O,2.331
Cn1ccc(=c2cc(n(C)cc2N(=O)=O)O)cc1,2.332
NC(=O)C/N=C(\N)/C#N,2.332
C#Cc1cn(C)cc(C#N)c1=c1ccn(C)cc1,2.332
Cn1ccc(=c2ccn(cc2)COC)c(C#N)c1,2.335
NC(=[NH2])C1=N[CH]C(=O)N1,2.335
NC(=[NH2])c1cnc([NH])o1,2.336
COC1=[N]=C[N]N[C]1[NH],2.337
Cn1cc/c(=c\2/ccn(C)cc2OCCOCCOCCOC)/c(c1)N(=O)=O,2.337
Cn1ccc(=c2ccn(cc2C#N)COCCOC)cc1,2.338
[NH][C]1C[C@@H](C=O)C(=O)O1,2.339
O[C@H]1C(=O)C[C@]1(O)C#N,2.343
C=Cc1cc(=c2ccn(C)cc2)cc(C(=O)C)n1C,2.343
CN1C=C[C@H]([C@H]2C=CN(C)C=C2C(=O)O)C(=C1)C(=O)O,2.343
CC(=O)c1cc(=c2ccn(C)cc2)ccn1COCCOC,2.347
C[C@H]1[C]2[CH]CN3[C@H]2[C@]13C,2.352
Nc1c(O)occ1C=O,2.353
CC1=CN(C)C=C[C]1[C]1C=CN(C)C=C1N(=O)=O,2.354
O=C[C@H]1O[C@]21CNC2=O,2.356
Cn1ccc(=c2ccn(cc2C(=O)O)CN(=O)=O)cc1,2.356
COc1nccc(=O)o1,2.359
C[C]1[CH]C(=[N]=[C](=O)O1)O,2.36
C=Cc1c(=c2ccn(C)cc2)ccn(C)c1N(=O)=O,2.36
O[C@@H](C=O)c1ccno1,2.361
CC1=[N]=C(O)[C](O1)C=O,2.361
CN1C[CH][NH](C)C[C@H]1N.N.[H].[H],2.363
Cn1ccc(=c2cc(n(C)cc2OCCOCCOCCOC)N(=O)=O)cc1,2.364
[O][C]1[C@H]2CNC(=O)[C@@H]1O2,2.364
[O][C]1[C@H]2COC(=O)[C@@H]1N2,2.364
CC(=O)c1c(=c2ccn(C)cc2)ccn(C)c1C#N,2.365
CN.CN[C@@H]1C[NH](C)[CH]CN1C.[H].[H],2.365
Cn1ccc(=c2ccn(cc2N(=O)=O)CN)cc1,2.368
C[NH]1CCN(C)[C@@](C1)(N(O)[O])OC,2.368
C/C(=c/1\[n][nH]nc1N)/[O],2.37
COc1c[nH][n]nc1[NH],2.372
O=CC[C@@H](OC=O)C#N,2.372
c1c2c(ccn1)c1ccncc1C2CC[CH],2.372
